rptMStateKey,repVersion,repVersion_original,repSituationAt,repSituationAt_original,repReportedPeriod,repCode,countryCode,snapshotId
FR,2023-12-05T00:00:00.000000,2023-12-05,2023-12-05T00:00:00.000000,2023-12-05,2022,FR2022,FR,72204
