rptMStateKey,mslSludgeProduction,mslDischargePipelines,mslDischargeShips,mslDischargeOthers,mslReuseSoilAgriculture,mslReuseOthers,mslDisposalLandfill,mslDisposalIncineration,mslDisposalOthers,mslWWaterTreated,mslWWaterTreated_nvarchar,mslWWReusePerc,mslWWReuseAgri,mslWWReuseInd,mslWWReuseOther,mslWWReuseExplain,mslRemarks,repCode,countryCode,snapshotId
,1105040.0,0.0,0.0,0.0,852987.0,88285.0,2660.0,137320.0,23784.0,11.85,11.85,0.1,0.1,0.0,0.0,,,FR2022,FR,72204
